,gameId,playId,down,yardsToGo,possessionTeam,yardlineSide,absoluteYardlineNumber,passResult,prePenaltyYardsGained,num_pass_rushers,isBlitz,avg_def_speed,std_def_acc,def_players_near_los,avg_def_spacing,avg_olb_orientation,avg_olb_motion_angle,avg_ilb_orientation,avg_ilb_motion_angle,avg_mlb_orientation,avg_mlb_motion_angle,avg_lb_orientation,avg_lb_motion_angle,avg_cb_orientation,avg_cb_motion_angle,avg_ss_orientation,avg_ss_motion_angle,avg_fs_orientation,avg_fs_motion_angle,0
0,2022102302,2655,1,10,CIN,CIN,31,C,9,,,,,,,,,,,,,,,,,,,,,
1,2022091809,3698,1,10,CIN,CIN,18,C,4,0.0,False,,,,,,,,,,,,,,,,,,,
2,2022103004,3146,3,12,HOU,HOU,30,C,6,,,,,,,,,,,,,,,,,,,,,
3,2022110610,348,2,10,KC,TEN,33,C,4,,,,,,,,,,,,,,,,,,,,,
4,2022102700,2799,2,8,BAL,TB,37,,-1,,,,,,,,,,,,,,,,,,,,,
5,2022100205,2314,2,6,DET,DET,39,,3,0.0,False,0.843179012345679,0.5378199755720036,10.0,7.843299804812413,256.12506172839505,216.10530864197528,250.80358024691358,185.45012345679012,254.67098765432098,172.1645679012346,0.0,0.0,236.9874074074074,169.71362139917696,0.0,0.0,248.4443209876543,95.5516049382716,
6,2022110605,3861,1,10,IND,IND,50,,5,,,,,,,,,,,,,,,,,,,,,
7,2022100203,3994,3,12,ARI,CAR,82,,-1,11.0,True,0.1975282485782574,0.40498752659233495,10.0,5.122043711674299,255.96500000000003,230.70572033898307,260.5735169491526,255.91978813559325,0.0,0.0,0.0,0.0,270.25771186440676,192.2314406779661,270.40101694915256,177.10135593220338,258.80911016949153,174.2064406779661,
8,2022091104,3662,3,12,PHI,PHI,45,I,0,0.0,False,0.5600952380952381,0.46689871765418356,9.0,8.629657703834562,265.12742857142854,244.1337142857143,279.9965714285715,219.44761904761904,0.0,0.0,0.0,0.0,262.55673015873015,177.74257142857144,0.0,0.0,253.59557142857147,185.69538095238096,
9,2022100204,1422,3,8,DAL,DAL,45,C,15,0.0,False,0.46897058823529414,0.4137794209021907,9.0,9.398569165088494,0.0,0.0,283.11330882352945,204.06360294117647,0.0,0.0,0.0,0.0,270.76625,163.360318627451,251.10242647058823,125.77125,245.42242647058822,180.12367647058824,
10,2022100912,445,3,5,DAL,LA,95,I,0,11.0,True,0.5589069264069265,0.5057344082912061,8.0,9.660262012234984,238.51181818181817,218.7364935064935,263.4321103896104,185.77516233766235,0.0,0.0,0.0,0.0,247.89597402597403,171.7739826839827,249.5875324675325,176.28688311688313,285.8736363636363,173.56506493506492,
11,2022102306,3240,2,10,GB,WAS,64,,0,,,,,,,,,,,,,,,,,,,,,
12,2022091112,1674,1,10,GB,GB,35,IN,0,0.0,False,0.46168333333333333,0.4617644173418878,6.0,11.667444844448736,246.54450000000003,196.659,262.66319999999996,208.08133333333333,0.0,0.0,0.0,0.0,262.6446888888889,187.07806666666667,277.77439999999996,142.8475333333333,280.04766666666666,129.0876,
13,2022110603,2325,2,9,GB,GB,63,C,12,,,,,,,,,,,,,,,,,,,,,
14,2022092511,1310,2,7,ATL,SEA,72,R,2,0.0,False,,,,,,,,,,,,,,,,,,,
15,2022100212,2463,1,1,LV,DEN,11,,-2,0.0,False,0.3016258169934641,0.42103772569860015,11.0,5.115468062179799,98.67995098039215,145.53828431372548,96.39058823529412,186.59656862745098,0.0,0.0,0.0,0.0,89.48803921568626,233.43563725490196,106.22950980392157,160.0091666666667,0.0,0.0,
16,2022100913,2604,3,6,CIN,BAL,30,C,7,0.0,False,0.5665889830508475,0.40579466999722824,9.0,8.968223949975346,88.02228813559323,160.5984745762712,105.97796610169493,114.1086440677966,0.0,0.0,0.0,0.0,85.68435028248588,157.28497175141246,95.73864406779663,222.61805084745762,0.0,0.0,
17,2022102308,3304,2,1,HOU,HOU,39,I,0,,,,,,,,,,,,,,,,,,,,,
18,2022110607,3178,2,7,WAS,WAS,82,C,-2,,,,,,,,,,,,,,,,,,,,,
19,2022100207,681,1,10,TEN,IND,52,C,23,0.0,False,0.5696634615366705,0.4586044474200746,10.0,7.453973245121097,80.51384615384616,156.81817307692307,0.0,0.0,82.08096153846154,148.0051923076923,0.0,0.0,74.26115384615385,205.67995192307689,0.0,0.0,89.43923076923078,209.65533653846154,
20,2022092505,3437,3,6,NE,NE,77,C,28,11.0,True,,,,,,,,,,,,,,,,,,,
21,2022100202,3292,2,13,BAL,BAL,39,R,5,0.0,False,0.7029333333333333,0.4321813533680679,9.0,9.025471735448214,286.93975,185.90665,283.29550000000006,181.87789999999998,290.0622,234.0975,0.0,0.0,263.5523,216.59213333333332,272.6408,175.19855000000004,0.0,0.0,
22,2022091111,923,1,10,LAC,LAC,63,C,42,11.0,True,0.530765503875969,0.4145418763591839,10.0,9.586430767804721,89.59337209302325,120.9838372093023,0.0,0.0,94.1603488372093,177.8543023255814,0.0,0.0,112.39581395348837,182.91500000000002,90.28767441860467,141.70988372093024,82.78290697674417,248.19476744186048,
23,2022092506,1412,1,4,CIN,NYJ,106,I,0,11.0,True,,,,,,,,,,,,,,,,,,,
24,2022110300,1182,1,10,PHI,PHI,44,,25,,,,,,,,,,,,,,,,,,,,,
25,2022103011,1982,1,10,SEA,SEA,35,,-1,,,,,,,,,,,,,,,,,,,,,
26,2022091109,3544,2,7,WAS,WAS,85,C,-1,11.0,True,0.3901729559748428,0.33494879133136396,9.0,8.657028176510089,67.57792452830189,189.1516981132076,91.38811320754716,120.36084905660377,0.0,0.0,0.0,0.0,98.42553459119499,163.82188679245283,95.54132075471698,245.30990566037738,0.0,0.0,
27,2022101601,2344,1,10,CLE,CLE,74,,1,,,,,,,,,,,,,,,,,,,,,
28,2022100900,3560,2,2,GB,NYG,29,C,4,0.0,False,0.48746312684365783,0.4028182627008744,8.0,9.87130838630523,86.97646017699115,164.1938495575221,98.25362831858406,176.30044247787612,86.17353982300887,179.08415929203542,0.0,0.0,89.17911504424778,149.25292035398232,106.56132743362832,229.02840707964603,79.75867256637166,217.96601769911504,
29,2022091109,2502,2,3,JAX,WAS,13,C,3,1.0,False,0.7306418918408789,0.7313159189902358,11.0,5.031657941377365,84.02770270270271,157.35783783783782,88.92918918918919,205.47108108108108,0.0,0.0,0.0,0.0,81.47635135135135,169.34702702702702,84.44472972972974,191.8145945945946,121.63236486486487,175.3491891891892,
30,2022091803,1222,3,6,IND,IND,36,I,0,0.0,False,,,,,,,,,,,,,,,,,,,
31,2022092509,2694,1,5,JAX,LAC,54,,-1,0.0,False,,,,,,,,,,,,,,,,,,,
32,2022102700,710,2,1,TB,BAL,41,,1,,,,,,,,,,,,,,,,,,,,,
33,2022101700,3813,2,10,LAC,LAC,85,C,5,,,,,,,,,,,,,,,,,,,,,
34,2022101608,1317,1,5,LA,CAR,105,C,5,,,,,,,,,,,,,,,,,,,,,
35,2022091806,346,1,10,NE,PIT,79,,9,11.0,True,,,,,,,,,,,,,,,,,,,
36,2022092506,226,2,15,CIN,NYJ,43,C,7,0.0,False,,,,,,,,,,,,,,,,,,,
37,2022101609,888,2,7,SEA,SEA,87,C,6,,,,,,,,,,,,,,,,,,,,,
38,2022103007,2474,2,4,NE,NE,51,,7,,,,,,,,,,,,,,,,,,,,,
39,2022100913,893,1,10,BAL,CIN,81,C,8,11.0,True,0.2799404761904762,0.39153793837020406,8.0,8.106679491982076,265.32919642857144,163.37535714285715,262.4016964285714,159.7848214285714,0.0,0.0,0.0,0.0,268.9275595238095,148.0882142857143,255.905,150.39348214285715,256.2602678571429,166.79,
40,2022102302,1437,3,1,ATL,CIN,11,,1,,,,,,,,,,,,,,,,,,,,,
41,2022092503,1755,1,10,MIA,MIA,54,I,0,0.0,False,,,,,,,,,,,,,,,,,,,
42,2022100904,3693,2,2,CHI,CHI,77,C,3,11.0,True,0.7580107526836324,0.3849760306651786,11.0,8.332933781021364,149.35752688172042,209.07010752688169,93.52360215053763,179.58424731182794,0.0,0.0,0.0,0.0,116.16713261648745,200.43,108.197311827957,201.5441935483871,102.49473118279572,291.30892473118274,
43,2022092511,2008,3,3,SEA,ATL,23,I,0,0.0,False,,,,,,,,,,,,,,,,,,,
44,2022103100,2098,3,1,CLE,CLE,44,,3,,,,,,,,,,,,,,,,,,,,,
45,2022100211,2256,2,5,NE,GB,65,,14,11.0,True,0.7180112044968713,0.47209639917102175,11.0,8.713151590562337,259.8050840336134,238.00008403361343,263.2510924369748,158.68491596638654,0.0,0.0,0.0,0.0,255.87983193277313,177.10932773109246,288.2149579831933,154.67949579831932,275.0778151260504,94.38352941176471,
46,2022101601,1919,2,1,CLE,NE,81,I,0,,,,,,,,,,,,,,,,,,,,,
47,2022091104,4469,4,1,PHI,DET,70,,1,11.0,True,0.58390625,0.6488782128696394,11.0,5.391653359552131,264.84890625,266.159375,283.88734375,262.3921875,0.0,0.0,0.0,0.0,273.15140625000004,196.63046874999998,0.0,0.0,286.317578125,199.807421875,
48,2022091109,1041,2,10,WAS,JAX,32,I,0,0.0,False,0.5719320594478644,0.42997954669245086,9.0,9.295514060562335,94.96723991507429,137.9652016985138,92.97331210191084,158.59474522292993,0.0,0.0,0.0,0.0,99.83167728237792,163.61713375796182,99.46531847133758,220.67050955414015,0.0,0.0,
49,2022100209,1698,3,1,JAX,JAX,44,,0,0.0,False,0.5923947368421052,0.5440077366552604,10.0,7.263263946768698,312.77,223.74147368421052,268.8593157894737,231.0073157894737,0.0,0.0,254.00021052631587,239.20978947368428,257.1377192982456,218.26729824561403,265.93163157894736,168.0214210526316,0.0,0.0,
50,2022103009,555,1,10,IND,IND,102,,3,,,,,,,,,,,,,,,,,,,,,
51,2022092506,717,2,6,CIN,CIN,81,C,9,11.0,True,,,,,,,,,,,,,,,,,,,
52,2022103001,664,2,6,ATL,ATL,68,C,-1,,,,,,,,,,,,,,,,,,,,,
53,2022103100,3727,1,10,CLE,CIN,20,,0,,,,,,,,,,,,,,,,,,,,,
54,2022092502,64,1,10,IND,IND,44,I,0,0.0,False,,,,,,,,,,,,,,,,,,,
55,2022091804,699,2,7,NO,NO,70,,4,11.0,True,,,,,,,,,,,,,,,,,,,
56,2022091810,1677,3,16,HOU,DEN,79,C,5,11.0,True,,,,,,,,,,,,,,,,,,,
57,2022091810,2532,1,10,HOU,DEN,87,C,5,11.0,True,,,,,,,,,,,,,,,,,,,
58,2022091107,254,3,2,BAL,BAL,46,,4,0.0,False,0.6367592592592592,0.5490624653511847,9.0,9.084469116389283,252.45007936507938,187.862380952381,285.1932142857143,239.93027777777777,0.0,0.0,0.0,0.0,257.10404761904766,143.42781746031744,278.80642857142857,169.49456349206352,0.0,0.0,
59,2022092900,2469,1,10,CIN,MIA,61,,4,11.0,True,0.5606365740740741,0.4993200170659919,9.0,8.23761132095477,239.6742361111111,208.2554861111111,276.8530902777777,173.6627777777778,0.0,0.0,0.0,0.0,265.4990509259259,169.7625925925926,269.57208333333335,150.92357638888888,0.0,0.0,
60,2022091811,713,1,5,LV,LV,35,C,19,0.0,False,,,,,,,,,,,,,,,,,,,
61,2022103001,3953,1,10,CAR,CAR,48,C,62,,,,,,,,,,,,,,,,,,,,,
62,2022103012,2252,2,10,BUF,GB,74,R,10,,,,,,,,,,,,,,,,,,,,,
63,2022100908,552,2,3,TB,ATL,27,I,0,0.0,False,0.37925813008130077,0.5058980682188488,10.0,7.632017784643866,89.58557926829268,143.68573170731707,82.80545731707318,136.18801829268293,0.0,0.0,0.0,0.0,97.46782520325203,152.36235772357725,105.10524390243904,161.04914634146343,100.3698780487805,227.50902439024387,
64,2022101600,177,3,1,ATL,SF,30,,5,,,,,,,,,,,,,,,,,,,,,
65,2022091802,3557,1,10,WAS,DET,97,I,0,11.0,True,,,,,,,,,,,,,,,,,,,
66,2022110600,2292,1,10,ATL,ATL,57,,7,,,,,,,,,,,,,,,,,,,,,
